userName,skor,at,text,cleaned_text
Zul Fadly,positive,2022-03-06 05:25:00,paham pakai shopee karna kali ken checkout ongkirnya bikin nang kesini paham pakai voucher langgan belanja shopee murah banget dapet gratis ongkir rp0 saran kak coba kayak diringkasin aja keterangan2 produk biar ga ribet banget deskripsi harap produk codin aja karna cod sungguh mudah,paham pakai shopee karna kali ken checkout ongkirnya bikin nang kesini paham pakai voucher langgan belanja shopee murah banget dapet gratis ongkir rp saran kak coba kayak diringkasin aja terang produk biar ga ribet banget deskripsi harap produk codin aja karna cod sungguh mudah
Sashi Pangestuty,negative,2022-03-03 18:47:00,pakai shope kali bener kecewa sistem yg muat shope sperti sistem cod tunggu paket smpai bulan kurir alamat no hp jg tera barang kabar telfon apa sebab nya membludak nya krna 12 12 22 mw mmbuat sistem sprti stidaknya siap sistem yg bner nyaman pakai tlong baki sistem nya bner2 buruk,pakai shope kali bener kecewa sistem yg muat shope sperti sistem cod tunggu paket smpai kurir alamat no hp jg tera barang kabar telfon nya membludak nya krna mw mmbuat sistem sprti stidaknya sistem yg bner nyaman pakai tlong baki sistem nya bner buruk
Ayra Selfi,negative,2022-02-28 14:22:00,skrg shopee nggak asik lot mslh bayar pdhl saldo tpi nggak co skrg bayar sistem cod susah nggak kaya duluu lagi tolong benar pakai nyaman konsisten pakai apk shopee,skrg shopee nggak asik lot mslh bayar pdhl saldo tpi nggak co skrg bayar sistem cod susah nggak kaya duluu tolong pakai nyaman konsisten pakai apk shopee
Sutiani Hartini,negative,2022-02-24 23:56:00,sih akun klo batal beli langsung ga pake cod rubah pesan aja ga banget dah akun blm isi saldo spay indomaret dlu isi saldo lama2 bikin males belanja shopee,sih akun klo batal beli langsung ga pake cod rubah pesan aja ga banget dah akun blm isi saldo spay indomaret dlu isi saldo bikin males belanja shopee
Opung Abed,negative,2022-02-24 07:32:00,kecewa banget shopee langsung ane hapus 1 ber koar koar gratis ongkir nyata nya gratis potong yg ga sberapa 2 blokir sistem cod yg salah jual 3 jelas cs nya slalu tele tele gue klamaan tutup nih ga peduli complain klo peduli jawapan cs nya tele tele ga bobot,kecewa banget shopee langsung ane hapus ber koar koar gratis ongkir nyata nya gratis potong yg ga sberapa blokir sistem cod yg salah jual cs nya slalu tele tele gue klamaan tutup nih ga peduli complain klo peduli jawapan cs nya tele tele ga bobot
Santi Aanalisa,negative,2022-02-19 10:46:00,layan payah iya pesan kota berharihari tanggal estimasi ekspedisi tulis express lambat banget sesuai eskpektasi buruk untung cod bayar andai bayar langsung pikir,layan payah iya pesan kota berharihari tanggal estimasi ekspedisi tulis express lambat banget sesuai eskpektasi buruk untung cod bayar andai bayar langsung pikir
Anas Prasetyo,neutral,2022-02-19 08:37:00,mohon update shopee nya dobel bayar guna saldo shopeepay kurang bayar bayar ewallet bank sistem cod lebih bagus kompetitor belah pakai sistem shopee kalah,mohon update shopee nya dobel bayar saldo shopeepay bayar bayar ewallet bank sistem cod bagus kompetitor belah pakai sistem shopee kalah
Ayu Widyaningsih,negative,2022-02-19 07:46:00,suka layan kurir shoppe ya komunikasi isi note kirim tp kurir menelfon kirim menelfon jam kerja cod biar barang nya belanja online bayar duluan tp gak sampek yah rugi bener kecewa layan kurir shoppe nya,suka layan kurir shoppe ya komunikasi isi note kirim tp kurir menelfon kirim menelfon jam kerja cod biar barang nya belanja online bayar duluan tp gak sampek yah rugi bener kecewa layan kurir shoppe nya
likha izkha,neutral,2022-02-17 02:37:00,suka shopee harga yg bervariant aman barang pesan jaga pilih bayar suka voucher jarang adatetep kena ongkir biaya cod yg lonjak mahal 8 total beli kena ongkir voucher bayar indomart tdk dpat yg murah shopee pay pake pay latter bunga ringan,suka shopee harga yg bervariant aman barang pesan jaga pilih bayar suka voucher jarang adatetep kena ongkir biaya cod yg lonjak mahal total beli kena ongkir voucher bayar indomart tdk dpat yg murah shopee pay pake pay latter bunga ringan
sri Wahyuni,positive,2022-02-08 23:16:00,belanja shopee untung mudah puas banget deh shopeepelayanan bagus kirim cepat mas kurir ramahbelanja shopee maaantap yg potong ongkir gratis ongkir cod lohgak repot rumah pokok belanja shopeeok banget deh,belanja shopee untung mudah puas banget deh shopeepelayanan bagus kirim cepat mas kurir ramahbelanja shopee maaantap yg potong ongkir gratis ongkir cod lohgak repot rumah pokok belanja shopeeok banget deh
Wisnu Adi Suputra,neutral,2022-02-08 09:03:00,ecomers bagus aplikasi berat makan bnyak memori mitra ekspedisi kirim saran transaksi pke mode transfer bank barang kirim pke mode bayar cod,ecomers bagus aplikasi berat makan bnyak memori mitra ekspedisi kirim saran transaksi pke mode transfer bank barang kirim pke mode bayar cod
Juray Ile,negative,2022-02-08 06:31:00,tahun pakai aplikasi shoope akhir payah bayar cod toko tulis cod gilir pas cekout minggat apl,pakai aplikasi shoope payah bayar cod toko tulis cod gilir pas cekout minggat apl
Desy Sihite,negative,2022-02-07 22:24:00,mohon maaf shopee kasih bintang 1 2 kali pesan cod paket kembali kaget notif dr shopee yg buyer tolak bayar telpon wa ekspedisi kecewa apk krn fitur tarik,mohon maaf shopee kasih bintang kali pesan cod paket kaget notif dr shopee yg buyer tolak bayar telpon wa ekspedisi kecewa apk krn fitur tarik
Indah,negative,2022-02-04 22:26:00,suka sistem sophee suka laku bayar cod beli shopee vouchernya alias pakai toko tuju cod minimal belanja sesuai voucher cod nya kecewa tolong mending pakai acara voucher nyata pakai,suka sistem sophee suka laku bayar cod beli shopee vouchernya alias pakai toko tuju cod minimal belanja sesuai voucher cod nya kecewa tolong mending pakai acara voucher nyata pakai
Indriana Kurniaputri,negative,2022-02-02 03:39:00,voucer cod ga pakai toko gimana 22 vocer freong ga pakai aja vocer cod nya ga pakai udah chat cs nya ga enak kali gada jelas nya mengjengkel sekaliiiii udah bain belanja trus platinum eh udah platinum kek gin sistem nya kacaauuuuu,voucer cod ga pakai toko gimana vocer freong ga pakai aja vocer cod nya ga pakai udah chat cs nya ga enak kali gada nya mengjengkel sekaliiiii udah bain belanja trus platinum eh udah platinum kek gin sistem nya kacaauuuuu
diana ayef,positive,2022-02-01 05:29:00,turut pakai shopee untung harga murah gratis ongkirnya barang apa cari sistem bayar bagus cod spaylaternya bantu ,pakai shopee untung harga murah gratis ongkirnya barang cari sistem bayar bagus cod spaylaternya bantu
Gajeel Redfox,positive,2022-01-26 10:14:00,bilang hapus cod aja shopee ga rugi kurir yg kasi susah top up shopee pay bayar sih niat udah bagus mudah customer ga nggak yg paham makna cod ,bilang hapus cod aja shopee ga rugi kurir yg kasi susah top up shopee pay bayar sih niat udah bagus mudah customer ga nggak yg paham makna cod
Vidia Vidia,negative,2022-01-24 04:48:00,gak masalah shoppe rekomendasi temen pakai akhir2 bener2 bikin kesel sen barang gila kirim banget sampe 3minggu plis shoppe kalo emang pesan gagal maksain kirim konfirmasi seller nyata cancel sistem 1minggu paket udah 2kali sen kaya gitu akun nonaktif sistem cod karna,gak shoppe rekomendasi temen pakai bener bikin kesel sen barang gila kirim banget sampe minggu plis shoppe kalo emang pesan gagal maksain kirim konfirmasi seller nyata cancel sistem minggu paket udah kali sen kaya gitu akun nonaktif sistem cod karna
Binty Syubban,positive,2022-01-21 05:05:00,udah pake aplikasi shopee barubaru biaya tangan metode bayar cod banget total belanja biaya tangan nya ngga 5ribu 25ribu 10ribu atas kalo total belanja kecewa banget udah dapet gratis ongkir rp0 eh biaya tangan nya aja,udah pake aplikasi shopee barubaru biaya tangan metode bayar cod banget total belanja biaya tangan nya ngga ribu ribu ribu kalo total belanja kecewa banget udah dapet gratis ongkir rp eh biaya tangan nya aja
Keenan's Diary,neutral,2022-01-20 07:42:00,voucher gratis ongkir gak dipake ya total belanja udah saldo shopeepay pilih cod tetep kena ongkir gimana sih tolong jelas baik sistem nya,voucher gratis ongkir gak dipake ya total belanja udah saldo shopeepay pilih cod tetep kena ongkir gimana sih tolong sistem nya
Septiyani Adiyawati,negative,2022-01-17 12:37:00,shopee ya gratis ongkir minim banget gabisa pake malas sih belanja kadang ongkir mahal barang ga barang codtapi gabisa pake minimal banget sekali pakecuman diskon 5ribu gak syukur sih haduh belanja mikir mikir dah mah,shopee ya gratis ongkir minim banget gabisa pake malas sih belanja kadang ongkir mahal barang ga barang codtapi gabisa pake minimal banget pakecuman diskon ribu gak syukur sih haduh belanja mikir mikir dah mah
Rae Rae,neutral,2022-01-16 19:08:00,voucher ongkir nya gak dipakeudah ku update aplikasi tetep aja gak deskripsi nya make via cod pliss kalo emang niat ngasih vc ongkir gratis syarat nya pake tolong bagi aja bayar nya make via aja co barang mikir ongkir nya yg kadang mahal drpd barang yg beli,voucher ongkir nya gak dipakeudah ku update aplikasi tetep aja gak deskripsi nya make via cod pliss kalo emang niat ngasih vc ongkir gratis syarat nya pake tolong aja bayar nya make via aja co barang mikir ongkir nya yg kadang mahal drpd barang yg beli
Mohammad Amiruddin,positive,2022-01-16 14:27:00,sih aplikasi nya bagus pilih barang nya voucher gratis ongkir gk pake ya voucher gratis ongkir minimal belanja 30rb udah cekout dr 30rb voucher nya gk muncul kayak gitu toko udah pake shopee pay iya cod iya paylater iya tetep aja gk muncul udah platinum tawar tarik konsultasi cs shopee suruh screen shoot ujung nya sesi gk solusi,sih aplikasi nya bagus pilih barang nya voucher gratis ongkir gk pake ya voucher gratis ongkir minimal belanja rb udah cekout dr rb voucher nya gk muncul kayak gitu toko udah pake shopee pay iya cod iya paylater iya tetep aja gk muncul udah platinum tawar tarik konsultasi cs shopee suruh screen shoot ujung nya sesi gk solusi
Dudi Febrian,neutral,2022-01-12 11:09:00,kecewa si vocervocer sedia vocer ongkir pakai min rp30000 terang laku codshopeepayleter pas pakai potong ongir cuman tengah gak kaya gratis ongkir full vocer cashback gak pakai tambah aplikasi lot banget maaf ya ubah bintang 3,kecewa si vocervocer sedia vocer ongkir pakai min rp terang laku codshopeepayleter pas pakai potong ongir cuman gak kaya gratis ongkir full vocer cashback gak pakai aplikasi lot banget maaf ya ubah bintang
Frilla Angelitha,positive,2022-01-07 11:25:00,shopee nilai gagal sulit jaring bagus alamat dukung cod mohon baik terima kasih ,shopee nilai gagal sulit jaring bagus alamat dukung cod mohon terima kasih
Pejuang daur ulang,positive,2022-01-03 01:14:00,bagusmemudahkan belanja ga keluarbisa cod jugatapi sayangribet kembali barang yg ga sesuaikita kantor kurirjika gratis ongkirkalo jemput bayar ongkir lagi padahal salah jual nyatolong yaadi kaji ulang thanks shopeesemoga depan,bagusmemudahkan belanja ga keluarbisa cod jugatapi sayangribet barang yg ga sesuaikita kantor kurirjika gratis ongkirkalo jemput bayar ongkir salah jual nyatolong yaadi kaji ulang thanks shopeesemoga
Liong Faezah,negative,2021-12-29 14:51:00,repot customer pake metode bayar spaylaterkan gak mati sistem cod repot customer yg nyaman sistem codapalagi costumer nya milik  susah aja itu nyaman karna prosedur bayar nyicilcoba shopee saran sistem spaylater nonaktif sistem codtolong kembali sistem karna customer nyaman ,repot customer pake metode bayar spaylaterkan gak mati sistem cod repot customer yg nyaman sistem codapalagi costumer nya milik susah aja nyaman karna prosedur bayar nyicilcoba shopee saran sistem spaylater nonaktif sistem codtolong sistem karna customer nyaman
Diva Arbian,positive,2021-12-28 11:21:00,banding sihh shopee lebihh bagussss cod gratis ongkir tqpi kadang biaya tangan harga nya ongkir gratis ongkir biaya tangan nya cappcayyy dehhh moga k nya timbang metode bayar cod karna cod serasa belanja pasar offline thanks,banding sihh shopee lebihh bagussss cod gratis ongkir tqpi kadang biaya tangan harga nya ongkir gratis ongkir biaya tangan nya cappcayyy dehhh moga k nya timbang metode bayar cod karna cod serasa belanja pasar offline thanks
Niga Akut,negative,2021-12-24 05:24:00,sistem nya suka gak jelaass jual batas lepas udah estimasi tentu cair beli terima penilain produk kasi jual mula modal puterin eh nyangkut sampe minggu minggu pajak nya mahal kalok beli sistem cod biaya tangan nya lumayan gede gak kayak aplikasi belah 1 event bulan loading nya lot,sistem nya suka gak jelaass jual batas lepas udah estimasi cair beli terima penilain produk kasi jual modal puterin eh nyangkut sampe minggu minggu pajak nya mahal kalok beli sistem cod biaya tangan nya lumayan gede gak kayak aplikasi belah event loading nya lot
muhamad lutfi padli,negative,2021-12-23 01:48:00,bebas pilih layan kurir kecewa layan shopee express kali layan shopee express kecewa kurir yg taro barang sembangan rumah main cancel aja order cod yg pas timing kirim nya bubar aja lahh shopee express,bebas pilih layan kurir kecewa layan shopee express kali layan shopee express kecewa kurir yg taro barang sembangan rumah main cancel aja order cod yg pas timing kirim nya bubar aja lahh shopee express
Ahmad Najih Kafa,negative,2021-12-21 09:38:00,gratis ongkir gak pakai tangan cod jual mahal sekarangmending beli tempat tinggal harga produk 199rbpenanganan 23rbsama ingkir 27rb ya mending beli langsung tempat tinggal depan bobrok,gratis ongkir gak pakai tangan cod jual mahal sekarangmending beli tinggal harga produk rbpenanganan rbsama ingkir rb ya mending beli langsung tinggal bobrok
Frindchy Ternado96,positive,2021-12-14 21:45:00,nya apl shopee inibelanja mudah dalam sperti udah cod bantu banget alhamdulillah udah brapa kali belanja shopee blum kecewa tahan terimakasih shopee,nya apl shopee inibelanja mudah sperti udah cod bantu banget alhamdulillah udah brapa kali belanja shopee blum kecewa tahan terimakasih shopee
Dina Sakinah,positive,2021-12-14 15:02:00,shopee evesien akurat shoping online skrg kecewa dgn shopee nilai tampil video nya uploud foto aja yg uploud banget nilai koin 100 skrg yg koin 10 banget hilang koin 90 dgn koin 100 bantu kurang tangan dlm transaksi cod an jd tolong shopee kasih bijak konsumen langgan setia,shopee evesien akurat shoping online skrg kecewa dgn shopee nilai tampil video nya uploud foto aja yg uploud banget nilai koin skrg yg koin banget hilang koin dgn koin bantu tangan dlm transaksi cod an jd tolong shopee kasih bijak konsumen langgan setia
dwiwiyanti3456 yanti,positive,2021-12-13 04:28:00,alhamdulillahbelanja shopee indonesia menyenangkanbarang sesuai gambar iklanbelum mengecewakanharga murahbarang bagusrespon jual cepatpengiriman cepatdapat barang bagus tambah koinbisa beli sistem coddan shopee paylatermantap maju shopee indonesia,alhamdulillahbelanja shopee indonesia menyenangkanbarang sesuai gambar iklanbelum mengecewakanharga murahbarang bagusrespon jual cepatpengiriman cepatdapat barang bagus koinbisa beli sistem coddan shopee paylatermantap maju shopee indonesia
Ayu Safira,negative,2021-12-12 06:15:00,kesel banget shoppe masak ceckout barang kirim metode bayar cod ongkirnya mahal harga barang kalo cod notif pesan proses kagak kesel banget sumpah kecewa bangett shoppee jelek banget kalo nggak kasih bintang,kesel banget shoppe masak ceckout barang kirim metode bayar cod ongkirnya mahal harga barang kalo cod notif pesan proses kagak kesel banget sumpah kecewa bangett shoppee jelek banget kalo nggak kasih bintang
Ulsa Bonita,neutral,2021-12-02 08:26:00,kali pake shopee error login liat barang yg order trus tiba2 trus pas coba login gabisa2 udh masukin nomer telfon gak kode verifikasi order barang yg harga lumayan jalan udah bayar cod untung gak isi shopee pay kmaren,kali pake shopee error login liat barang yg order trus trus pas coba login gabisa udh masukin nomer telfon gak kode verifikasi order barang yg harga lumayan jalan udah bayar cod untung gak isi shopee pay kmaren
